module_display_label,module_type,module_api_name,module_api_name_status,field_label,field_type,api_name,api_name_status,proposed_api_name,disposition,required,help_text,picklist_scope,picklist_values_and_colors,phase,section,notes,source_ids
Leases,custom,Leases,verified_live_mcp,Storage Security Deposit,Currency,,proposed_unverified,Storage_Security_Deposit,candidate,false,Storage deposit if any.,,,Contract Autofill - Conditional,Storage Addendum,,MATRIX_2026-07-08
Leases,custom,Leases,verified_live_mcp,Storage Special Conditions,Multi-Line,,proposed_unverified,Storage_Special_Conditions,candidate,false,Special storage terms/conditions.,,,Contract Autofill - Conditional,Storage Addendum,,MATRIX_2026-07-08
Leases,custom,Leases,verified_live_mcp,AutoPay Required?,Checkbox,,not_proposed_unverified,,legacy_setup_candidate,false,Only if lease/payment policy requires it.,,,,Books & Portal,,SETUP_SPEC
Leases,custom,Leases,verified_live_mcp,Books Customer ID,Text,,not_proposed_unverified,,legacy_setup_candidate,false,Primary tenant Books customer.,,,,Books & Portal,,SETUP_SPEC
Leases,custom,Leases,verified_live_mcp,Books Recurring Invoice ID,Text,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Books & Portal,,SETUP_SPEC
Leases,custom,Leases,verified_live_mcp,Payment Portal Status,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,Mirror status; Books is truth.,global_set,Not Invited=#D97706 | Invitation Sent=#0F766E | Active=#16A34A | Disabled=#7C3AED | Locked=#0891B2 | Unknown=#6B7280,,Books & Portal,Picklist source: Global: GH Payment Portal Status,SETUP_SPEC
Leases,custom,Leases,verified_live_mcp,Security Deposit Books Link,URL,,not_proposed_unverified,,legacy_setup_candidate,false,Link transaction/accounting detail if useful.,,,,Books & Portal,,SETUP_SPEC
Leases,custom,Leases,verified_live_mcp,Days Until Lease End,Formula - Number,,not_proposed_unverified,,legacy_setup_candidate,false,Use for dashboards; exact field references inserted by formula builder.,,,,Dates & Term,"Options/formula: Round(Datecomp(Lease End Date, Now())/1440,0)",SETUP_SPEC
Leases,custom,Leases,verified_live_mcp,Lease End Date,Date,Lease_End_Date,verified_live_mcp,Lease_End_Date,governed_current,false,Approved fixed-term end-date snapshot; may be blank for a true month-to-month lease. Source: approved lease terms.,,,Production Reconciled,Lease Dates,Compatible live field reused; Contracts destination remains manual and unverified.,"MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Leases,custom,Leases,verified_live_mcp,Lease Start Date,Date,Lease_Start_Date,verified_live_mcp,Lease_Start_Date,governed_current,false,Approved lease commencement snapshot. Source: approved lease terms. Distinct from Agreement Date.,,,Production Reconciled,Lease Dates,Compatible live field reused; no duplicate Lease Begins field was created.,"MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
